1.9505140305e+01,3.7731479645e+01,3.5013137817e+01,4.3758800507e+01,5.5765968323e+01,5.6085311890e+01,4.0782928467e+01,2.3237894058e+01,1.0648828506e+01,3.8460912704e+00,2.4699532986e+00,2.0486156940e+00,1.9122974873e+00,1.7186181545e+00,1.5961458683e+00
3.8013656616e+01,3.9650466919e+01,3.7435169220e+01,5.7125308990e+01,5.1246154785e+01,5.7689285278e+01,4.9420959473e+01,3.4291442871e+01,1.0115160942e+01,4.8909769058e+00,2.8720502853e+00,2.1728703976e+00,1.8837034702e+00,1.6928503513e+00,1.5718705654e+00
4.1152172089e+01,5.3094512939e+01,6.3335025787e+01,6.4797653198e+01,7.7364013672e+01,7.7363609314e+01,5.4699722290e+01,3.7085891724e+01,1.5280654907e+01,5.0465049744e+00,3.3412220478e+00,2.0755648613e+00,1.9295436144e+00,1.5226564407e+00,1.3888808489e+00
7.7239151001e+01,1.0692435455e+02,8.6598747253e+01,1.2587365723e+02,1.1321029663e+02,8.9674423218e+01,6.4868728638e+01,4.1556457520e+01,1.2425956726e+01,6.7834072113e+00,3.1627295017e+00,2.1941571236e+00,1.6671671867e+00,1.4680751562e+00,1.2050743103e+00
7.7369331360e+01,7.3929199219e+01,1.1316372681e+02,8.8557144165e+01,8.1516143799e+01,7.1718498230e+01,5.9123908997e+01,2.7970636368e+01,1.4608884811e+01,5.5340232849e+00,2.4906115532e+00,1.6373163462e+00,1.2422728539e+00,1.0444356203e+00,8.9312970638e-01
4.2835697174e+01,3.6559803009e+01,4.3549980164e+01,5.4736957550e+01,4.3598354340e+01,4.8518947601e+01,3.2871551514e+01,2.5531049728e+01,7.5824809074e+00,3.6950426102e+00,1.8073830605e+00,1.2991560698e+00,9.0946376324e-01,7.7171581984e-01,6.2647801638e-01
1.9365684509e+01,1.8964708328e+01,2.6663768768e+01,2.9292306900e+01,2.5013984680e+01,3.7249542236e+01,2.3782814026e+01,1.3463957787e+01,6.0853643417e+00,2.8673536777e+00,1.2993971109e+00,9.8077142239e-01,7.2500681877e-01,5.4476749897e-01,5.3547286987e-01
1.1075625420e+01,1.3555850029e+01,1.6427440643e+01,1.9031808853e+01,2.1295770645e+01,2.0689128876e+01,1.8551362991e+01,9.6266040802e+00,5.4266543388e+00,2.0191111565e+00,1.4321343899e+00,7.0537650585e-01,6.1890375614e-01,4.4158616662e-01,3.5102012753e-01
9.2782039642e+00,9.2425470352e+00,1.0740432739e+01,1.4405380249e+01,1.6132869720e+01,1.7313863754e+01,1.4432857513e+01,7.9669437408e+00,5.9095830917e+00,1.9367461205e+00,8.4469360113e-01,6.7653226852e-01,3.7256851792e-01,3.6336818337e-01,2.5382861495e-01
6.8651275635e+00,8.3361873627e+00,9.5918216705e+00,1.0524379730e+01,1.2370925903e+01,1.4324766159e+01,1.3529623985e+01,8.0214576721e+00,4.2216405869e+00,1.4906238317e+00,7.0657968521e-01,3.9048412442e-01,5.3080934286e-01,2.5340598822e-01,2.5324141979e-01
4.6543049812e+00,5.6880846024e+00,7.6810011864e+00,9.2365589142e+00,1.1295300484e+01,1.2945864677e+01,1.1995974541e+01,7.5770592690e+00,3.3109359741e+00,1.3298521042e+00,6.1580896378e-01,4.4750088453e-01,2.0906332135e-01,5.7102602720e-01,4.1286802292e-01
3.8582572937e+00,4.6160740852e+00,6.2093906403e+00,8.0968503952e+00,1.0184845924e+01,1.2485466957e+01,1.1576777458e+01,7.2960500717e+00,3.2059195042e+00,1.2722207308e+00,5.8724296093e-01,3.1925049424e-01,2.1437270939e-01,1.4267338812e-01,2.0657575130e-01
3.5743145943e+00,4.7124814987e+00,5.4606637955e+00,7.4458589554e+00,8.8191738129e+00,1.2132289886e+01,1.1184761047e+01,7.0326814651e+00,2.9497551918e+00,1.2227234840e+00,5.6081455946e-01,2.9668271542e-01,1.8042628467e-01,1.3604900241e-01,6.8061119318e-01
3.3438272476e+00,4.0259909630e+00,5.0655307770e+00,7.0824651718e+00,9.4285812378e+00,1.1546959877e+01,1.1065038681e+01,5.8624057770e+00,3.0815076828e+00,1.2185033560e+00,5.4831600189e-01,2.9050138593e-01,1.7667685449e-01,1.0801020265e-01,4.4168779254e-01
3.1209454536e+00,3.7667479515e+00,4.8151459694e+00,6.7292332649e+00,9.2666835785e+00,1.1445028305e+01,1.0800133705e+01,6.9469456673e+00,3.0638358593e+00,1.2017419338e+00,5.4440730810e-01,2.8506100178e-01,1.6184689105e-01,1.0680942237e-01,7.0010788739e-02
